,상호명
8333,오복기사식당
8334,보람이네
8335,용화루
8336,하라보라
8337,청계천포차
8338,용담골
8339,브라스버거
8342,우래식당
8343,스뎅식당
8344,서은농원
8345,토담순대국
8346,떡도날드
8347,낚시사랑식당
8348,레인보우호프치킨
8349,육회전설
8350,목섬카페
8351,이성순대국
8352,상록수
8354,대박이야 노가리호프
8356,이채은의오리보감
8357,논길추어탕
8358,명자네순대국
8359,국제식당
8360,북포국수
8361,장터감자탕24시순대국
8363,쿠지
8364,돈까스클럽
8365,콩나물솥뚜껑오겹살
8366,씨엔엔넘버원카페
8368,어머니순두부
8369,바다회세꼬시
8370,연수칼국수
8371,김셰프 추어탕
8372,청학골두부마을
8373,순영포차
8374,청기와회집
8376,토부리감자탕병천순대
8377,꼬치꼬치맛꼬치
8378,미자네횟집
8380,명자네 명태조림
8382,깜상과친구
8383,원조마산아구찜해물탕
8384,고을래이베리코흑돼지
8386,이모네맛집여행
8387,을지로골뱅이치킨
8388,고양이역 카페
8390,삼산반점
8391,올레포차
8392,가을면옥
8393,연돌집
8394,하루미동아솥뚜껑삼겹살
8395,한잔 할래?
8396,거부곱창
8397,레마레
8398,바다어시장
8399,7친9구포차
8402,이자카야류
8403,0415카페
8404,송탄집
8405,오자매오복전
8406,코코팜
8407,뚱족
8408,푸른바다찜탕
8410,밥과술사이
8411,24시사골순대국
8413,해가산꽃게탕전문
8414,오빠애돈카츠
8415,바른김밥
8416,화평동세수대야냉면
8417,코세드
8418,금화반점
8421,초가
8422,형제통큰맛순대
8424,맨땅에해딩
8425,오거리삼계탕
8426,연수왕냉면
8427,순이네밥&포차
8428,영흥곰탕
8429,나들목토종순대국밥
8430,동남식당
8431,봉스치킨식당
8435,어르니피자
8436,명품맛집
8437,위청칡냉면
8438,노란물고기
8439,장터뼈해장국
8440,청학식당
8441,제주를 품은 갈치
8442,지수네황소곱창구이
8443,미향네 식당
8446,그놈 뒷고기
8447,아일랜드소야
8448,지구촌피자앤치킨
8449,통통김밥
8451,선재치킨
8452,메밀향
8453,만리장
8454,오복솥뚜껑삼겹살
8455,장경리한방통닭
8456,이북할매
8458,해물나라
8459,밀라노
8460,참치사랑
8461,돼지야뒷통구이
8462,할매 닭한마리
8463,뻘식당
8464,석남동 치킨집
8465,참치조
8467,영흥해물아구찜
8468,괴물 아구찜
8469,자연으로
8470,장안커피숍
8471,칠형제야채곱창
8472,포르토
8473,옥련식당
8474,옛날토종순대국
8475,영흥주안닭강정
8476,마로니호프
8477,망향비빔국수
8479,감자골
8480,길마 바지락 손칼국수 육개장
8481,스타일바수
8482,꼬꼬마스넥
8483,열우물사람들
8484,마네키네코
8485,번개야식
8486,초원양꼬치
8489,한식과전골
8490,용짜장
8491,시크릿
8492,비턴
8493,고구려닭한마리
8494,자연애맛
8495,최동순베이커리
8497,플라이트펍
8498,꼬꼬네치킨
8500,방가방가소주방
8501,포롱
8503,빵굽는쉐프
8506,미추홀순대국
8509,생활맥주
8510,영광집
8512,만상가
8515,숯불고기주는대야냉면
8516,안동장
8517,카페마시니
8518,양지한식뷔페
8519,포차 아이리스
8520,영진각
8521,고집불통한우촌
8522,동해어장
8523,인천불쭈꾸미
8526,바그다드
8528,고깃집하면 안강최
8529,경복돈까스
8530,이가네숯불바베큐
8531,전주뼈다귀해장국
8533,놀부포장마차
8534,좋은사람들
8536,아띠김밥
8537,고수찜닭
8538,카페 파랑돌
8539,소문난양평해장국
8540,회 뜨는 수산
8541,힘찬포차
8542,정아포차
8544,강천칡냉면
8545,오영계농장
8546,뱀부베트남쌀국수
8548,남도아구동태찜탕
8549,고향밥상
8552,셰프카레
8553,마전동연탄집
8554,제물포왕김밥
8555,마포주물럭
8556,파란등대
8557,꼼돈
8558,이천한식보리밥부페
8561,월드돈까스와함흥냉면
8562,만수루치킨
8563,백령도회
8564,아오야
8566,카레집
8567,용팔이양꼬치
8569,백령포구
8570,배터지는꽃게
8572,장금이네
8573,제이콥스 핏제리아
8575,풍성한왕갈비
8576,인정나라삼치
8577,손문
8579,킴'S 옛날왕만두
8580,감미
8581,대원각
8582,참맛나쭈꾸미부대찌개
8583,이포백반
8584,민어회집
8585,송가네해물탕
8586,이포순대국
8587,다모아베이커리
8588,돼야지
8589,남경식당
8590,전주의맛
8591,호남기사식당
8592,용인백암순대국
8594,어깨동무
8595,로즈 바
8596,효동각
8597,순대국진설렁탕
8598,명품족발집
8600,동경일식
8601,진미콩나물해장국
8604,솔이네 밥상
8605,해미정육식당
8606,정이품 쭈꾸미
8607,대복동태
8608,황금포차
8609,국수먹방
8610,동남집
8611,고향맛집
8612,포천분식
8613,운연옛날추어탕
8615,버브
8616,미진분식
8618,왕갈비홍두깨삼겹살
8619,황금짬뽕
8620,풀잎커피방
8621,광명한우촌
8622,낙조대
8623,1번가소고기골목
8624,리퀘스트쎄시봉
8625,연희꼬마김밥
8626,백란
8627,덕성식당
8629,신세계육칼
8631,풍성한갈비
8636,시장족발
8638,명문식당
8639,도널드분식
8641,피자하우스
8642,공단캐터링
8643,청라도회수산
8644,엉뚱한포차
8645,부평감자탕
8646,땅과바다
8647,부흥숯불생갈비
8648,신선포차
8649,썬더치킨
8650,오두막막걸리양꼬치
8651,이쁜네식당
8652,덕이네
8653,제이비디 종로빈대떡
8654,칠형제감자탕
8655,잔! 비어~쓰
8656,불판위에서춤추는갈매기
8657,석화순대국밥
8660,청수식당
8661,미리내 생선구이 우렁쌈밥
8663,지로돈카츠
8664,본전냉막걸리
8665,연탄돼지불고기
8666,신포요리마당
8667,일번가
8668,강촌민물매운탕
8669,할라
8670,박가네설렁탕양평해장국
8672,대박횟집
8673,지구상사
8675,대명각
8676,아리랑컵밥
8677,부타모리
8678,해정숯불갈비
8681,힘찬수산
8682,대구태영생막창
8683,꼬치의품격
8685,해남한식부페
8686,누구나양고기
8687,알촌
8688,황해냉면 순모밀 칼국수
8689,애비로드
8693,한우리제주돼지갈비생삽겹
8695,시골할매 감자탕앤찜닭
8696,일미흑돼지
8697,은하분식
8698,시원한호프
8699,동우숯불갈비
8702,힘찬민물장어
8703,황해벤뎅이
8704,삼성정
8705,남원추어탕전문
8706,현주네포장마차
8707,종로분식
8709,동해물가
8712,경남횟집
8713,청춘식당
8714,진짜노가리
8715,산오징어
8716,토촌생오겹살
8717,토방식당
8718,노박사치킨
8719,풍림각
8720,천마장작불
8721,옛날식김치찌개전문점
8723,음식동화
8724,너울마당
8725,전라도집식당
8726,신계동장어
8727,인하반점
8728,미소퓨전식당
8729,공원집
8730,맛고을집밥
8731,늘푸른바다
8733,지리산토종꺼먹돼지
8734,꼴목
8735,올레호프
8736,참치킹
8737,인디스(INDIS)
8739,미각양꼬치
8740,시장짜장면
8742,만강
8743,큰집냉면앤돈까스
8744,구가당씨
8745,사냥꾼
8747,장터 삼겹살
8748,강
8749,양산박삼치
8750,신라의달밤
8751,짱태이야기
8752,남동모밀방
8753,옛날진곰탕
8754,쿨호프
8755,회빈루
8756,호남한식부페
8757,신자금성
8758,옥수수로 고기굽는 집
8759,생칼국수집
8761,검암뒷고기 숯불꼼장어
8762,남도복국
8763,숯불화로구이
8764,통큰화로
8765,길조에서
8766,호수커피맥주
8767,오징어회마을
8768,삼산칼국수
8769,하이코스
8770,부담없는회마트
8771,별미순대
8772,회랑 고기랑
8773,명동손만두
8774,왕짜장
8775,봄이 보리밥
8779,강쇠 풍천숯불장어
8780,황기순의손칼국수왕돈까스
8781,진국명국해장국
8783,이바지호프
8784,태영생막창
8785,국민짬뽕
8786,소풀이청라도양평해장국
8787,어 강정이다
8789,소문난왕족발
8790,황궁쟁반짜장
8791,석산민물매운탕전문
8792,참치 마라도
8793,어반정원
8794,청도 보쌈전문점
8796,김밥의 진수
8797,큰집막창
8799,더마이치킨
8800,블랙호프
8801,옛골
8802,청해동태생태찌개
8803,두경식당
8804,커피올레
8805,둥글이치킨포차
8806,육쌈냉면
8807,청명한식부페
8808,한식이랑분식이랑
8809,돈사모
8811,한아름순대국
8812,박찬호선참치
8814,다연커피숍
8815,고향농가
8817,소안의섬
8818,군산 아구찜
8820,대청마루
8821,파트1
8823,친구호프
8824,전주기사식당
8826,국민 동태탕·찜
8827,오장금동태탕&대구탕
8828,수라상한식부페
8829,최고집
8830,차우마
8831,돼지꿈
8832,개성집
8833,장순네포차
8834,금옥네손칼국수
8835,맛있는만두칼국수
8837,오리나들이&솥밥추어탕
8838,염염집
8839,검바위감자탕
8841,육대손
8842,돈가스마켙
8843,시드니양갈비
8844,진천토종순대국
8845,사거리포차
8847,봉실커피숍
8848,버텀라인
8851,옥전
8854,대박한식부페
8856,라이프에이드커피
8857,가야보쌈족발전문
8858,내가 업어줄게
8859,진주옥
8861,선이네
8862,숙이네생선찜
8863,좋은친구들
8864,술마고우
8868,고향정
8869,김밥과함께라면
8870,안면도회포차
8871,누나네실내포차
8872,갱스터
8873,상우야
8874,대전집
8876,달콤한 게으름 놀이터
8878,맛난쇼룽뽀
8879,하누풍년
8880,등촌샤브칼국
8881,우가네설렁탕
8882,매운애갈비찜
8883,소담갈비탕
8885,등나무집
8886,카페게이트
8887,목포회홍탁
8888,황제뼈다귀감자탕
8890,후루룩국수
8891,공원밥이랑술이랑
8892,우리통닭
8894,신선쭈꾸미
8895,쾌삼
8897,우리동네사랑방
8898,토스트굽는사람들
8899,춘장
8901,명문물텀벙
8902,하우돈 곱창
8903,빵카페 이야기
8904,청량산국수집
8906,맹호회센타
8907,전설의참치
8908,다해회수산
8909,맘모스2호
8910,수리수리술술
8911,부산숯불꼼장어
8912,왕솥뚜껑생삼겹살
8913,원조통큰밴댕이
8914,꼬방원조청국장
8915,을지로동해골뱅이
8916,유람선회집
8917,금강산
8918,보천감자탕
8919,팍스랩(Park's Lab)
8920,친친차이나
8921,미가촌 감자탕
8922,태백산
8923,청춘조개
8924,압구정동태탕
8925,송도집밥
8926,송천포자
8927,스파이스치킨피자
8929,생삼겹살 우렁쌈밥전문점
8931,전라도 광주밥상 광주무등 횟집
8932,왕십리불막창
8933,청솔밀면
8934,용호닭갈비
8936,토속병천순대소머리국밥
8937,쌜러디아
8938,명태랑 진땡이
8940,오렌지카페
8941,충무식당
8942,카라반
8943,팔공산흑염소탕순대국
8944,미스터꼬꼬
8945,석바위 토스트
8947,와우양꼬치
8948,시골낙지
8949,맛나식당
8950,신토불이순대
8951,고래식당
8952,진숯불갈비
8954,돈돼지
8955,백년손님서서갈비
8956,완도스타일
8958,삼태기실내포차
8960,맵따구닭발
8961,월하
8962,백합칼국수
8964,용유관
8966,흑우
8969,토종풍천장어
8970,대박전집
8973,왕뼈감자탕
8975,종로왕만두
8976,명태야명태야
8977,돈&까
8979,질마재양대창
8981,신포동 식당
8982,처음이지치킨호프
8983,머글래싸갈래
8984,아랫목김밥
8985,초가마을
8986,추억의연탄구이
8989,춘천호반닭갈비막국수
8990,암소곱창구이전골
8991,화레무
8993,신포순대
8994,강나루 민물 매운탕
8996,입꼬리
8997,화련
8998,십원집
8999,생고기제작소
9001,이가네식당
9002,큰바위숯불갈비
9003,싱싱회막회
9004,종갓집 한식뷔페
9005,감자탕마을
9007,백스비어
9009,펍카페
9011,비어스업
9012,꽃다운
9013,마당삼겹살
9014,쵸이커피숍
9016,쇼덴
9017,만월식당
9019,동해식당
9022,박승광최강해물칼국수
9023,신당동할머니네즉석떡볶이
9025,태림봉
9026,키치키치다이닝
9029,유달산생선구이
9030,묵은지와갈비찜
9031,쭈꾸미일당백
9032,굴사냥
9034,홍능갈비촌
9035,장지리가마솥해장국
9036,맘모스회센타13호
9037,종로의 소문난 경북집
9039,미소곱창
9040,명가안동찜닭
9042,양푼 김치찌개
9043,후추와샐러리
9045,참숯골갈비
9046,산마루오리사랑
9047,YUMMY(야미)
9049,술이좋아포차
9050,프렌즈F&D
9051,오가네해장국순대국
9052,육미가
9054,윤가네
9056,할매가마솥식당
9057,장안벤뎅이
9058,솔탑포차
9060,제주두루치기보쌈
9061,김성희안동찜닭&갈비찜
9062,태백닭갈비
9063,엔조이락
9065,족발부대
9066,레드문
9067,장봉 배터집
9068,구어바베큐치킨
9069,백프로치킨 앤 호프
9070,싼타나
9071,호랭이돌곱창
9072,곰네 숯불구이
9073,다복순대국
9074,화톳불
9075,"365,봄"
9076,호동이 갈비살
9077,통나무돼지짱
9079,풍림식당
9080,이모포차
9081,싱글톤
9082,짬뽕의신화
9083,이조매운갈비찜
9085,예술 감자탕
9087,항아리
9088,녹 매
9089,화성영양탕별관
9090,막걸리집 갈매기의꿈
9091,용가마순대
9092,놀부네만두
9094,럭셔리
9095,학익골황소곱창구이
9096,이모네주막
9097,정성을 담다
9099,한울소주방
9100,카톡
9101,대한극장
9103,깻잎칩킨전문점
9104,첫술
9105,원조부산활어회
9106,남이네 포차
9107,더맛있는짬뽕
9108,징어랑 새우랑
9109,오가네김치찌개
9110,함흥왕갈비
9112,수인식당
9113,대박집순대국밥
9114,우한판
9115,원보
9118,문학닭갈비&삼겹살
9119,우나기노켄
9120,돼지포장마차
9121,짱구기사식당
9122,강화시골영양탕
9123,을지로골뱅이
9124,청정수산조개구이
9126,더스타
9127,1970새마을포차
9129,양평식당
9130,별이네분식
9131,부속천하
9132,우렁쌈밥&생선구이
9135,학생식당
9139,코앤타베
9140,한우담
9141,나나식당
9144,쌍둥이네
9145,황해식당
9146,조은친구
9148,문산부대찌개
9149,달큰철판두루치기
9150,상상식당
9154,병천토종순대
9156,곰순네돌곱창
9157,연탄삼겹살
9158,최고집부대찌개
9159,참고을
9160,기분좋은날
9161,치맥
9162,고을순대국
9163,강따라산따라
9164,우리집
9165,또바기치킨
9166,쉼터
9168,중독곱창
9169,신주쿠카레
9170,신가네김밥전문점
9171,맛짱마차
9172,구름카츠
9173,바다회
9175,국수평천하
9176,신비마을
9178,치킨팝850
9180,남촌분식
9181,더덕산채
9182,풍년왕막걸리
9183,럭키차이나
9184,수화커피숍
9185,강가네
9186,족발집
9188,끝내준다! 동태탕
9189,더 레드락
9190,류가네순대국
9191,장수뼈해장국감자탕
9193,맛미식당
9195,포차카페
9196,소래장터
9197,서가원설농탕
9198,대박삼겹살
9200,신신옥
9202,오대산원조쭈꾸미볶음
9203,원조 을지로노가리
9204,제주도하루미생삼겹살
9207,쓰리고
9208,청춘애노가리포차
9209,홍가참치
9211,흑산도홍어막걸리
9212,나들목활어참치
9214,전라도밥상
9216,가보시꺼
9218,서해밴댕이
9220,화계
9222,신포꽈배기
9223,전통뼈해장국
9224,제주바다
9225,대판대포
9226,호남회조개구이
9227,최가고집 토종 사골 순대국
9229,백령도냉면
9230,돈이랑밥이랑
9231,벅시와인바
9232,목포밴댕이
9233,김밥과 선술
9234,보릿고개
9235,묵은지돼지방
9236,소래아구찜
9238,냉면장인 임사부 앤 숯불고기
9239,맛있는밥집
9240,참치사나이
9241,호참치
9243,권가네전주비빔밥
9244,장안삼계탕
9245,모여라 영11
9246,왕대박숯불조개왕새우구이
9247,마고
9248,란이네식당
9249,신가네 한약오리
9250,소속사
9252,동해해물탕
9253,필바든치킨
9256,산수유
9257,부평스넥
9258,동해동태탕동태찜
9259,정성돼지왕갈비
9260,해주물텀벙
9261,모래네밥집
9264,쭝식이
9266,원조막창숯불구이
9267,이점동해물아구찜탕
9268,광어한마리
9269,해양발렌타인
9271,꽈뜨봉치킨
9272,힘센풍천장어&커피파렛트
9273,준희네식당
9274,성신한우한마당
9275,캄파뉴 파티스리
9276,시골촌두부선어회
9281,레스토랑파파
9282,맨하탄
9283,오리군단
9284,우(牛)리등심 & 돼구삼
9285,타카이타이
9286,옥골한우정육식당
9287,장모손맛집
9288,곱창신화
9290,바라와라밤포차
9291,고기나라
9292,정가득얼큰한뼈다귀맛집
9294,남도막창구이
9295,낚고먹고민물장어직판장
9296,불타는명태양념조림
9298,소담포차
9299,바로김밥
9300,터미널분식
9301,지리산 추어탕 삼계탕
9302,카미노쇼쿠바
9304,다앤쌈
9305,동신해물촌
9306,남도보양탕
9308,금돼지
9310,마로니바
9311,동호숯불생고기
9312,순살만공격
9313,미풍만두
9314,상우네 한우
9315,태능갈비
9317,카페브런
9318,미완성
9319,석모도밴댕이회무침
9320,주궁
9321,동인천삼치
9322,노리터 즉석떡볶이
9323,마일드양념치킨
9324,생태나라 생태전문점
9325,마찌오
9326,카페 바날
9327,본아피팃
9328,쌈돈
9329,이향
9332,어독도참치
9333,수림정
9334,내마음대로푸짐하게
9335,원조마포생갈비
9336,봄솔보리밥
9337,금촌밥집
9339,발라드호프
9340,일동회드시는곳
9341,시연정
9342,송도황소곱창
9344,신토불이
9346,제일왕족발보쌈
9347,계절포차
9350,버치포장마차
9353,호리야
9358,박노식참치와활어
9360,아름드리호프
9361,부용 국밥
9362,완벽한 김밥
9363,대왕홍굴이짬뽕
9364,서울국수
9366,송도포차
9367,삼정두부촌
9368,어부지리
9369,장원김밥
9371,님아
9372,이모네지짐이
9375,숙이네부엌
9377,닭가네닭갈비막국수
9378,바다노을그리고사랑
9379,이스토리식당
9380,동해명태아귀찜
9381,원조대구막창
9382,우리두리식당
9383,아미
9385,유진뷔페
9387,원숯불닭바베큐
9391,누리굼터
9392,동막골감자탕
9394,오서방네왕돈까스
9396,바울라 수제돈까스
9397,두꺼비네
9398,마실터
9399,병천순대마을
9400,대왕식당호프
9401,국제쭈꾸미1981
9403,"사과나무 숯불돼지갈비, 쌈밥정식"
9405,골든타임
9406,현죽
9407,딱좋아딱좋아
9408,장독대
9410,사이참
9411,왕빈자 전통주막
9412,시골두부
9413,순희네빈대떡모듬전
9415,빨간대문집
9416,또와김밥
9417,모박사부대찌개
9418,정동진 순대국소머리국밥육개장
9419,뉴아지트호프
9421,곤드레가마솥추어탕
9422,동춘순대국
9423,피자민
9424,취엔
9428,바른찜닭
9429,대산식당
9430,당신과 나의 식탁
9431,고래등
9432,모스크바
9433,포항세꼬시
9435,땡글이네분식
9439,린체호프치킨
9440,깊고푸른참치
9441,제물포감자탕
9442,소담
9445,통영굴밥
9446,소랑돼지랑
9447,뉴운수대통
9448,어선생
9449,그곳에가면
9450,1박2일
9452,송도명태
9453,망구스
9455,만타스시31
9456,미아사거리 쑥맥
9458,동아리
9459,완정포차
9461,에스프레소촛불커피
9463,문어치킨마장동육회포차
9465,숙이네포차
9466,종합어시장
9467,오사카양념치킨
9468,아귀
9469,1943
9470,이젠생고기
9471,청궁
9473,매운갈비
9474,하루연어
9477,피자헤븐
9480,온기족발
9481,옛날통닭치킨&호프
9484,피자원
9486,숙이네 왕 냉면
9489,모래내싱싱회종합어시장
9493,김경은간장게장아구탕찜
9494,전라도군산회집
9496,홍가네곱창
9497,백두산 생갈비살구이
9498,장수흑염소
9499,토성잠실감자탕
9500,광스시
9501,동두천 솥뚜껑 생삼겹살
9502,포천이동생막걸리부침개
9505,양계장집아들
9506,돈돈생삼겹살
9507,치킨맥주광장
9509,할매순대국양스족발
9510,다하누
9511,미락김밥
9513,부라보맥주
9514,인천불닭발
9515,인하국밥
9516,시옌
9517,얼큰이닭발
9518,신보승왕족발보쌈
9519,종가대박집
9520,쿠치나 디 나폴리
9521,감성연어집
9524,오찡어
9525,소희네염소탕
9527,찌개의민족
9528,온센
9529,별빛상점
9530,대가 닭 한마리
9532,은하철도999
9533,중화각
9534,강우수산
9535,옹기종기
9536,평택족발보쌈
9537,카페문
9538,충청도횟집
9540,비어컵
9541,정통포장마차방아깐
9543,맘마킹도시락
9544,시나리오
9545,왕십리 왕곱창
9546,화신생고기
9547,샤브랑구이랑
9548,더바른푸드
9549,숫지다능이버섯백숙
9550,새벽닭 옛날통닭
9551,비룡
9552,춘향전
9553,우정숯불생고기
9554,해물사랑
9558,하노이
9559,채서원병천순대
9560,할 랄 투루키스탄 카페
9561,광명어촌계식당
9562,인더캐슬
9563,전주 콩나루콩나물국밥
9565,신포스시에비스 2019
9567,전망좋은회집
9568,홍차우
9569,장수닭개장닭곰탕
9570,관수야관수
9571,순희네 꼬마김밥
9572,미향아구탕집
9573,동네빈대떡
9574,유진식당 곱창과산꼼장어
9575,제주 까망돼지
9577,자갈마당
9578,하로참치
9579,금별맥주
9580,무너미순대국
9582,현석수산 산오징어
9583,능허대
9584,상아커피숍
9587,껍데기점빵
9588,오케이목장
9589,육회각
9590,부안생갈비
9591,찐이야생맥주
9592,바우막국수
9593,대포항코다리
9594,쥬스식스
9595,독도닷컴
9596,만남보양탕
9597,무공돈까스
9599,헤라 바
9600,카페세길나
9602,또랑왕돈까스
9603,파티쉐빵
9604,맛골칼국수
9605,토속식당
9606,아말피
9607,퐁듀크라상
9608,윤성손칼국수
9610,끼니야
9611,고창선운산풍천민물장어
9612,감자골감자탕
9614,주주식당
9616,청석골
9617,안골추어탕
9618,풀향기보리밥
9619,동암잰고기
9620,한가네숯불닭갈비
9621,학운정
9622,명해루
9623,한우리족발
9624,남도생고기두루치기
9625,맷돌빈대떡
9627,머슴보쌈에족발더
9628,최태호의 착한참치
9629,오렌지
9630,돈방석
9631,늘봄별미식당
9633,꼽사리식당
9634,오션참치회
9635,백산족발
9636,어머나 생고기
9637,아구랑쭈꾸미
9638,상인천분식
9639,청해
9640,중앙왕만두
9641,불칸호프
9642,수라국수
9643,커피아미가
9645,연회심곡풍천민물장어직판장
9646,강화나루터밴댕이
9647,니꼬내꼬 삼계탕 바베큐치킨
9648,초우메
9649,동막골 추어탕
9650,좀비떡볶이
9652,버글버글
9653,정아네선지국
9654,고기만남
9656,화척
9657,엠(M)본부
9661,당하마을
9663,원양
9664,김명태
9665,정드림육개장&고기쌈냉면
9666,병천 순대
9668,오늘은37.2도
9670,콜럼버스 라운지
9673,싼타치킨
9674,매드맥스
9676,도원
9677,올스타쪽갈비
9679,명품해물칼국수
9680,황소갈비플러스
9681,등대한식뷔페
9682,동춘닭강정
9683,유진해물아구
9684,생막창불곱창
9685,멘무샤
9688,돼지발
9689,아도니스
9692,맛나다
9693,우수리염소탕
9694,토담옛날통닭
9697,아재한방능이삼계탕
9698,백야 갈비해장국
9701,정정아 식당
9703,상상김밥
9704,취아전
9705,토스테리아
9706,서민호프
9708,시골포차
9709,벤뎅이포장마차
9710,용천각
9711,두리분식
9712,맛소리
9713,모로미
9716,열린음악회
9718,가덕도횟집
9720,죽여주는열꼬치
9721,정가네아구찜
9722,떴다치킨호프
9725,엄지한식부페
9726,칠갑산오감전골
9727,매콩쭈꾸미
9728,충남홍어회
9729,능어리흑염소
9730,85도씨
9732,남한강민물메기매운탕
9735,행복을 주는 식당
9740,스시마을
9743,산장농원
9745,네모구이
9747,장터활어횟집
9748,더뮤즘
9749,황소돌곱창구이
9751,뽀식이네
9755,옥돌버섯생삽겹
9756,수인복집별관
9759,도르리숯불바베큐
9760,비틀즈
9761,순미네포차
9762,씽씽조개구이
9763,부일곱창순대
9764,원조남해아나고곰장어
9765,족발야시장
9766,희래객
9771,뚝배기추어탕
9772,신승반점
9773,청량골
9775,대문집
9776,하늘장어
9778,정든한정식
9779,연탄구이포차
9782,모드랑
9784,신속초코다리냉면
9785,명신
9788,김밥25시
9789,찬우물보양탕
9790,오늘술한잔
9794,공락먹거리
9795,봉구통닭
9796,오후에한잔
9797,쌈이네생고기
9798,오라카이 송도파크호텔 레벨 19 뷔페 레스토랑
9800,예술회관 삼거리포차
9801,강화매운탕
9802,한식당
9804,카페베네
9807,포장마차난장
9809,돈데이
9812,옛날궁중닭강정
9813,한솔식당
9816,당가원
9817,부평식당
9818,소와돼지방
9819,부추삼겹살
9820,맛대맛
9821,한계령
9823,금강산매운탕
9824,대가감자탕뼈해장국
9825,야인식당포차
9827,바다포차
9828,미미
9829,덕수가든
9831,충전소
9833,냉면이랑고기랑
9834,낙지는 뻘낙지
9839,토지순대국곱창전골
9841,초록달팽이
9842,태평양볼테기
9843,본치킨
9844,백제갈비삼겹살
9845,원포국수
9846,몽스족발
9847,홍가네 족발
9848,본토만다복
9849,먹으면돼지
9851,서가네즉석김밥
9853,어을미도밥상
9855,한담숯불민물장어
9856,마드레김밥
9858,우본
9859,소머리국밥
9860,고가네순대국
9861,곱창들의수다
9862,제주흑돼지
9863,보스골뱅이치킨
9864,화평동 할머니 냉면
9865,잊지못해산꽃게탕
9867,함흥해물찜양푼이동태탕
9868,꼬지사께
9869,천일향
9871,막걸리하우스
9874,북촌한식부페
9875,38소갈비살
9876,나쁜여자
9878,한옥마당
9879,중화방
9881,뮤즈바
9882,허벌나게많이드립니다
9883,제주돈가돈
9884,원조대복횟집
9885,산꼼장어 바다천국
9887,송도어멍
9888,콩사랑청국장
9889,토장맷돌손두부
9890,윤가네포차
9891,돈마루
9892,순천식당
9894,날으는산오징어
9895,서해갯마을
9896,자연추가
9897,명가식당
9899,김혜진흑염소삼계탕
9900,제주돈가
9902,소문난닭갈비
9903,신신각
9904,새벽집
9906,왕가푸짐한해물찜
9907,도화각
9908,한소곰식당
9909,인생갈비
9910,휠
9911,다루참치
9912,고루
9914,도모다찌
9915,아리랑순대국
9916,간다간다뿅간다
9917,비호프
9918,류
9919,돈갈떡
9921,못잊어또왔네
9922,일병포차
9923,욕쟁이할매닭발
9924,투데이호프
9925,김밥천지
9926,호남완도마구잡이
9927,현이네야무진밥상
9928,명동순대국보쌈
9930,재희네
9932,최부자왕족발
9933,손큰할매순대국
9934,섬마을청정회집
9935,남자의자격
9936,참맛영산포홍탁
9937,대감해장국
9938,보리밥잔치
9939,먹고보자 호남횟집
9940,피맛골지지미
9941,냉삼집수
9943,동작그만호남여수
9944,오뎅끼데스까
9945,선정양꼬치
9947,곧망할집
9949,명품차이나
9950,백운참치
9951,박달재막창구이
9952,마님과머슴
9953,소풍가는날
9954,카페 로탐
9955,반상
9956,골드캐슬
9957,소래포구 회센터
9960,피어39
9961,메노 모소
9965,김밥이랑토스트
9966,선향포차
9968,인천삼치
9971,할머니 즉석떡볶이
9972,덜렁이네
9973,청담 바
9975,어쭈구리대박났네
9976,킴스커피
9977,이웃집포차
9978,구월애구이구삼
9981,아자카야
9982,켓치큐
9985,소문난바베큐치킨
9987,레스토랑 공존
9989,남동국수마을
9990,조개폭식
9991,뱃살집
9992,이둘떡볶이
9993,별포차
9994,할매양평해장국
9995,자바씨티커피
9996,하이
9997,아마존호프
9998,낚시꾼셀프횟집
10000,경성식당
10001,인디오븐
10002,삼산동짬뽕의신화
10004,명천찹쌀진순대
10005,삼순이삼겹살
10007,삐삐부인진동왔네
10010,제이스레시피
10011,행복한한식뷔페
10012,착한푸드(FOOD)
10013,모두비어
10014,경덕궁
10015,밀밭보리밭
10016,한돈집
10017,천지호프소주
10018,솔청청
10019,샤브샤브버섯칼국수
10020,갈비명가궁
10022,그곳에미가
10024,오복내
10025,탕수시대
10026,갈비천하
10027,한촌설렁탕
10029,한우리생고기
10030,가림추어탕
10032,신촌서서갈비
10033,놀부전흥부전
10034,명동생돈가스
10036,호승손칼국수
10039,원미감자탕동태탕
10040,길거리포차
10041,가보시끼
10042,천궁
10046,맛집
10047,육시락
10048,밥상술상 부대찌개철판구이
10049,원조영양식당철도집
10053,호프프린스
10054,꼬챙이
10055,신양푼갈비찜
10056,골목영양탕
10057,고기요리왕
10058,명가왕족발보쌈
10059,먹거리
10061,오미기사식당
10062,송도성
10063,한계령약수돌솥
10065,불로닭발
10066,이종구 낙지세상
10068,내고향국수집
10070,전동삼치
10072,먹자집
10075,상수김치생삼겹살
10076,황가네꼼장군
10077,신기소
10078,덕순네바지락칼국수
10080,영자언니네 연탄구이
10081,불타는화로닭발
10082,영종양곱창
10083,어머나아구와오리
10084,임시정부갈비&갈비
10085,더 맛있는 초밥
10087,푸른바다
10088,광어부인정때문에
10090,동암아구해물탕
10091,주댕이
10092,화돌농장
10093,호남막횟집
10095,피자킹
10096,신돈플러스
10097,홍두깨칼국수
10098,올뉴 어바웃차이나
10099,라면이랑김밥이랑
